"Plan","Priority","Status"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Daily Reconciliations - 2020-Aug Regression","0 - Critical","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Known Issue"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Known Issue"
"Intercompany Hub 2020-Aug - Regression","1 - High","Known Issue"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Known Issue"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","0 - Critical","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","0 - Critical","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Known Issue"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","0 - Critical","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","3 - Low","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","1 - High","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","1 - High","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Untested"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Intercompany Hub 2020-Aug - Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","0 - Critical","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Untested"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","2 - Medium","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
"Journals - 2020-Aug Regression","1 - High","Passed"
